"Country","Vaccine","Year","Coverage"
"Maldives","BCG","1995",0.99
"Maldives","BCG","1996",0.99
"Maldives","BCG","1997",0.99
"Maldives","BCG","1998",0.99
"Maldives","BCG","1999",0.99
"Maldives","BCG","2000",0.99
"Maldives","BCG","2001",0.98
"Maldives","BCG","2002",0.99
"Maldives","BCG","2003",0.99
"Maldives","BCG","2004",0.98
"Maldives","BCG","2005",0.99
"Maldives","BCG","2006",0.99
"Maldives","BCG","2007",0.99
"Maldives","BCG","2008",0.99
"Maldives","BCG","2009",0.99
"Maldives","BCG","2010",0.97
"Maldives","BCG","2011",0.98
"Maldives","BCG","2012",0.99
"Maldives","BCG","2013",0.99
"Maldives","BCG","2014",0.99
"Maldives","BCG","2015",0.99
"Maldives","BCG","2016",1.
"Maldives","BCG","2017",0.99
"Maldives","BCG","2018",0.99
"Mali","BCG","1981",0.19
"Mali","BCG","1984",0.19
"Mali","BCG","1985",0.17
"Mali","BCG","1986",0.17
"Mali","BCG","1987",0.29
"Mali","BCG","1988",0.64
"Mali","BCG","1989",0.85
"Mali","BCG","1990",0.8200000000000001
"Mali","BCG","1991",0.68
"Mali","BCG","1992",0.7000000000000001
"Mali","BCG","1993",0.74
"Mali","BCG","1994",0.67
"Mali","BCG","1995",0.8
"Mali","BCG","1996",0.79
"Mali","BCG","1997",0.76
"Mali","BCG","1998",0.78
"Mali","BCG","1999",0.84
"Mali","BCG","2000",0.8200000000000001
"Mali","BCG","2001",0.68
"Mali","BCG","2002",0.9400000000000001
"Mali","BCG","2003",0.87
"Mali","BCG","2004",0.88
"Mali","BCG","2005",0.9500000000000001
"Mali","BCG","2006",0.98
"Mali","BCG","2007",0.97
"Mali","BCG","2008",0.99
"Mali","BCG","2009",0.81
"Mali","BCG","2010",0.97
"Mali","BCG","2011",0.99
"Mali","BCG","2012",0.99
"Mali","BCG","2013",0.89
"Mali","BCG","2014",0.84
"Mali","BCG","2015",0.98
"Mali","BCG","2016",0.92
"Mali","BCG","2017",0.92
"Mali","BCG","2018",0.77
"Malta","BCG","1983",0.63
"Malta","BCG","1984",0.63
"Malta","BCG","1985",0.65
"Malta","BCG","1987",0.79
"Malta","BCG","1988",0.67
"Malta","BCG","1989",0.79
"Malta","BCG","1990",0.77
"Malta","BCG","1991",0.87
"Malta","BCG","1992",0.79
"Malta","BCG","1993",0.77
"Malta","BCG","1994",0.77
"Malta","BCG","1995",0.92
"Malta","BCG","1996",0.96
"Malta","BCG","2005",0.55
"Malta","BCG","2006",0.8
"Malta","BCG","2007",0.78
"Malta","BCG","2008",0.86
"Malta","BCG","2009",0.8200000000000001
"Malta","BCG","2011",0.84
"Malta","BCG","2012",0.93
"Malta","BCG","2013",0.92
"Malta","BCG","2016",0.87
"Malta","BCG","2017",0.98
"MarshallIslands","BCG","1990",0.49
"MarshallIslands","BCG","1991",0.71
"MarshallIslands","BCG","1992",0.72
"MarshallIslands","BCG","1993",0.88
"MarshallIslands","BCG","1994",0.96
"MarshallIslands","BCG","1995",0.71
"MarshallIslands","BCG","1996",0.98
"MarshallIslands","BCG","1997",0.9400000000000001
"MarshallIslands","BCG","1998",0.81
"MarshallIslands","BCG","1999",0.81
"MarshallIslands","BCG","2000",0.89
"MarshallIslands","BCG","2001",0.89
"MarshallIslands","BCG","2002",0.9
"MarshallIslands","BCG","2003",0.93
"MarshallIslands","BCG","2004",0.91
"MarshallIslands","BCG","2005",0.93
"MarshallIslands","BCG","2006",0.92
"MarshallIslands","BCG","2007",0.92
"MarshallIslands","BCG","2009",0.98
"MarshallIslands","BCG","2010",0.99
"MarshallIslands","BCG","2011",0.8
"MarshallIslands","BCG","2012",0.97
"MarshallIslands","BCG","2013",0.93
"MarshallIslands","BCG","2014",0.89
"MarshallIslands","BCG","2015",0.99
"MarshallIslands","BCG","2016",0.9400000000000001
"MarshallIslands","BCG","2017",0.92
"MarshallIslands","BCG","2018",0.98
"Mauritania","BCG","1981",0.5700000000000001
"Mauritania","BCG","1986",0.73
"Mauritania","BCG","1987",0.77
"Mauritania","BCG","1988",0.6
"Mauritania","BCG","1989",0.64
"Mauritania","BCG","1990",0.79
"Mauritania","BCG","1991",0.65
"Mauritania","BCG","1992",0.81
"Mauritania","BCG","1993",0.84
"Mauritania","BCG","1994",0.93
"Mauritania","BCG","1995",0.93
"Mauritania","BCG","1996",0.93
"Mauritania","BCG","1997",0.6900000000000001
"Mauritania","BCG","1999",0.38
"Mauritania","BCG","2000",0.48
"Mauritania","BCG","2001",0.7000000000000001
"Mauritania","BCG","2002",0.98
"Mauritania","BCG","2003",0.84
"Mauritania","BCG","2004",0.86
"Mauritania","BCG","2005",0.87
"Mauritania","BCG","2006",0.86
"Mauritania","BCG","2007",0.92
"Mauritania","BCG","2008",0.89
"Mauritania","BCG","2009",0.81
"Mauritania","BCG","2010",0.85
"Mauritania","BCG","2011",0.86
"Mauritania","BCG","2012",0.9500000000000001
"Mauritania","BCG","2013",0.9500000000000001
"Mauritania","BCG","2014",0.98
"Mauritania","BCG","2015",0.85
"Mauritania","BCG","2016",0.99
"Mauritania","BCG","2017",0.99
"Mauritania","BCG","2018",0.98
"Mauritius","BCG","1980",0.89
"Mauritius","BCG","1981",0.87
"Mauritius","BCG","1982",0.89
"Mauritius","BCG","1983",0.88
"Mauritius","BCG","1984",0.88
"Mauritius","BCG","1985",0.87
"Mauritius","BCG","1986",0.88
"Mauritius","BCG","1987",0.87
"Mauritius","BCG","1988",0.88
"Mauritius","BCG","1989",0.88
"Mauritius","BCG","1990",0.87
"Mauritius","BCG","1991",0.87
"Mauritius","BCG","1992",0.87
"Mauritius","BCG","1993",0.87
"Mauritius","BCG","1994",0.87
"Mauritius","BCG","1995",0.86
"Mauritius","BCG","1996",0.86
"Mauritius","BCG","1997",0.87
"Mauritius","BCG","1998",0.87
"Mauritius","BCG","1999",0.86
"Mauritius","BCG","2000",0.88
"Mauritius","BCG","2001",0.89
"Mauritius","BCG","2003",0.99
"Mauritius","BCG","2004",0.99
"Mauritius","BCG","2005",0.99
"Mauritius","BCG","2006",0.97
"Mauritius","BCG","2007",0.98
"Mauritius","BCG","2008",0.96
"Mauritius","BCG","2009",0.9500000000000001
"Mauritius","BCG","2010",0.99
"Mauritius","BCG","2011",0.99
"Mauritius","BCG","2012",0.99
"Mauritius","BCG","2013",0.99
"Mauritius","BCG","2014",0.97
"Mauritius","BCG","2015",0.98
"Mauritius","BCG","2016",0.98
"Mauritius","BCG","2017",0.99
"Mauritius","BCG","2018",0.99
"Mexico","BCG","1980",0.48
"Mexico","BCG","1981",0.41000000000000003
"Mexico","BCG","1982",0.5
"Mexico","BCG","1983",0.52
"Mexico","BCG","1984",0.47000000000000003
"Mexico","BCG","1985",0.16
"Mexico","BCG","1986",0.54
"Mexico","BCG","1987",0.71
"Mexico","BCG","1988",0.73
"Mexico","BCG","1989",0.8
"Mexico","BCG","1990",0.67
"Mexico","BCG","1991",0.89
"Mexico","BCG","1992",0.9500000000000001
"Mexico","BCG","1993",0.93
"Mexico","BCG","1994",0.98
"Mexico","BCG","1995",0.98
"Mexico","BCG","1996",0.99
"Mexico","BCG","1997",0.99
"Mexico","BCG","1998",0.99
"Mexico","BCG","1999",0.99
"Mexico","BCG","2000",0.99
"Mexico","BCG","2001",0.99
"Mexico","BCG","2002",0.99
"Mexico","BCG","2003",0.99
"Mexico","BCG","2004",0.99
"Mexico","BCG","2005",0.99
"Mexico","BCG","2006",0.99
"Mexico","BCG","2007",0.99
"Mexico","BCG","2008",0.99
"Mexico","BCG","2009",0.99
"Mexico","BCG","2010",0.98
"Mexico","BCG","2011",0.99
"Mexico","BCG","2012",0.99
"Mexico","BCG","2013",0.91
"Mexico","BCG","2014",0.96
"Mexico","BCG","2015",0.99
"Mexico","BCG","2016",0.99
"Mexico","BCG","2017",0.9400000000000001
"Mexico","BCG","2018",0.96
"Micronesia","BCG","1989",0.08
"Micronesia","BCG","1990",0.12
"Micronesia","BCG","1991",0.5
"Micronesia","BCG","1995",0.5
"Micronesia","BCG","1997",0.48
"Micronesia","BCG","1998",0.52
"Micronesia","BCG","1999",0.39
"Micronesia","BCG","2000",0.24
"Micronesia","BCG","2001",0.39
"Micronesia","BCG","2003",0.64
"Micronesia","BCG","2004",0.62
"Micronesia","BCG","2005",0.7000000000000001
"Micronesia","BCG","2006",0.55
"Micronesia","BCG","2007",0.8200000000000001
"Micronesia","BCG","2009",0.75
"Micronesia","BCG","2010",0.7000000000000001
"Micronesia","BCG","2011",0.75
"Micronesia","BCG","2012",0.78
"Micronesia","BCG","2013",0.7000000000000001
"Micronesia","BCG","2014",0.89
"Micronesia","BCG","2015",0.76
"Micronesia","BCG","2016",0.85
"Micronesia","BCG","2017",0.8300000000000001
"Micronesia","BCG","2018",0.8
"Monaco","BCG","1988",0.99
"Monaco","BCG","1989",0.99
"Monaco","BCG","1990",0.99
"Monaco","BCG","1992",0.98
"Monaco","BCG","1994",0.9
"Monaco","BCG","1995",0.9
"Monaco","BCG","1999",0.99
"Monaco","BCG","2002",0.9
"Monaco","BCG","2003",0.9
"Mongolia","BCG","1980",0.51
"Mongolia","BCG","1981",0.53
"Mongolia","BCG","1982",0.52
"Mongolia","BCG","1983",0.52
"Mongolia","BCG","1984",0.52
"Mongolia","BCG","1985",0.52
"Mongolia","BCG","1986",0.54
"Mongolia","BCG","1987",0.6
"Mongolia","BCG","1988",0.78
"Mongolia","BCG","1989",0.92
"Mongolia","BCG","1990",0.81
"Mongolia","BCG","1991",0.85
"Mongolia","BCG","1992",0.8300000000000001
"Mongolia","BCG","1993",0.84
"Mongolia","BCG","1994",0.9
"Mongolia","BCG","1995",0.9400000000000001
"Mongolia","BCG","1996",0.9
"Mongolia","BCG","1997",0.96
"Mongolia","BCG","1998",0.9500000000000001
"Mongolia","BCG","1999",0.97
"Mongolia","BCG","2000",0.97
"Mongolia","BCG","2001",0.98
"Mongolia","BCG","2002",0.98
"Mongolia","BCG","2003",0.98
"Mongolia","BCG","2004",0.98
"Mongolia","BCG","2005",0.99
"Mongolia","BCG","2006",0.98
"Mongolia","BCG","2007",0.99
"Mongolia","BCG","2008",0.98
"Mongolia","BCG","2009",0.98
"Mongolia","BCG","2010",0.99
"Mongolia","BCG","2011",0.99
"Mongolia","BCG","2012",0.99
"Mongolia","BCG","2013",0.99
"Mongolia","BCG","2014",0.99
"Mongolia","BCG","2015",0.99
"Mongolia","BCG","2016",0.99
"Mongolia","BCG","2017",0.99
"Mongolia","BCG","2018",1.
"Montenegro","BCG","2006",0.98
"Montenegro","BCG","2007",0.98
"Montenegro","BCG","2008",0.98
"Montenegro","BCG","2009",0.9500000000000001
"Montenegro","BCG","2010",0.9500000000000001
"Montenegro","BCG","2011",0.97
"Montenegro","BCG","2012",0.9500000000000001
"Montenegro","BCG","2013",0.93
"Montenegro","BCG","2014",0.91
"Montenegro","BCG","2015",0.88
"Montenegro","BCG","2016",0.76
"Montenegro","BCG","2017",0.8300000000000001
"Montenegro","BCG","2018",0.93
"Morocco","BCG","1982",0.5
"Morocco","BCG","1983",0.62
"Morocco","BCG","1984",0.7000000000000001
"Morocco","BCG","1985",0.62
"Morocco","BCG","1986",0.72
"Morocco","BCG","1987",0.87
"Morocco","BCG","1988",0.84
"Morocco","BCG","1989",0.91
"Morocco","BCG","1990",0.96
"Morocco","BCG","1991",0.96
"Morocco","BCG","1992",0.93
"Morocco","BCG","1993",0.91
"Morocco","BCG","1994",0.93
"Morocco","BCG","1995",0.93
"Morocco","BCG","1996",0.96
"Morocco","BCG","1997",0.9400000000000001
"Morocco","BCG","1998",0.9
"Morocco","BCG","1999",0.93
"Morocco","BCG","2000",0.97
"Morocco","BCG","2001",0.93
"Morocco","BCG","2002",0.92
"Morocco","BCG","2003",0.92
"Morocco","BCG","2004",0.9500000000000001
"Morocco","BCG","2005",0.9500000000000001
"Morocco","BCG","2006",0.9500000000000001
"Morocco","BCG","2007",0.96
"Morocco","BCG","2008",0.99
"Morocco","BCG","2009",0.99
"Morocco","BCG","2010",0.99
"Morocco","BCG","2011",0.99
"Morocco","BCG","2012",0.99
"Morocco","BCG","2013",0.99
"Morocco","BCG","2014",0.99
"Morocco","BCG","2015",0.99
"Morocco","BCG","2016",0.99
"Morocco","BCG","2017",0.99
"Morocco","BCG","2018",0.99
"Mozambique","BCG","1981",0.46
"Mozambique","BCG","1982",0.56
"Mozambique","BCG","1983",0.59
"Mozambique","BCG","1984",0.49
"Mozambique","BCG","1985",0.47000000000000003
"Mozambique","BCG","1986",0.45
"Mozambique","BCG","1987",0.52
"Mozambique","BCG","1988",0.49
"Mozambique","BCG","1989",0.53
"Mozambique","BCG","1990",0.59
"Mozambique","BCG","1991",0.63
"Mozambique","BCG","1992",0.64
"Mozambique","BCG","1993",0.66
"Mozambique","BCG","1994",0.78
"Mozambique","BCG","1995",0.78
"Mozambique","BCG","1996",0.8300000000000001
"Mozambique","BCG","1997",0.84
"Mozambique","BCG","1998",0.99
"Mozambique","BCG","1999",0.99
"Mozambique","BCG","2000",0.99
"Mozambique","BCG","2001",0.97
"Mozambique","BCG","2002",0.99
"Mozambique","BCG","2003",0.9
"Mozambique","BCG","2004",0.9
"Mozambique","BCG","2005",0.9
"Mozambique","BCG","2006",0.98
"Mozambique","BCG","2007",0.9
"Mozambique","BCG","2008",0.9
"Mozambique","BCG","2009",0.9
"Mozambique","BCG","2010",0.9
"Mozambique","BCG","2011",0.91
"Mozambique","BCG","2012",0.91
"Mozambique","BCG","2013",0.93
"Mozambique","BCG","2014",0.9400000000000001
"Mozambique","BCG","2015",0.9500000000000001
"Mozambique","BCG","2016",0.99
"Mozambique","BCG","2017",0.99
"Mozambique","BCG","2018",0.9500000000000001
"Myanmar","BCG","1978",0.04
"Myanmar","BCG","1979",0.06
"Myanmar","BCG","1980",0.09
"Myanmar","BCG","1981",0.15
"Myanmar","BCG","1982",0.2
"Myanmar","BCG","1983",0.28
"Myanmar","BCG","1984",0.36
"Myanmar","BCG","1985",0.45
"Myanmar","BCG","1986",0.28
"Myanmar","BCG","1987",0.54
"Myanmar","BCG","1988",0.5
"Myanmar","BCG","1989",0.66
"Myanmar","BCG","1990",0.67
"Myanmar","BCG","1991",0.6900000000000001
"Myanmar","BCG","1992",0.77
"Myanmar","BCG","1993",0.8
"Myanmar","BCG","1994",0.8300000000000001
"Myanmar","BCG","1995",0.9
"Myanmar","BCG","1996",0.92
"Myanmar","BCG","1997",0.9400000000000001
"Myanmar","BCG","1998",0.9500000000000001
"Myanmar","BCG","1999",0.88
"Myanmar","BCG","2000",0.88
"Myanmar","BCG","2001",0.8200000000000001
"Myanmar","BCG","2002",0.8
"Myanmar","BCG","2003",0.79
"Myanmar","BCG","2004",0.85
"Myanmar","BCG","2005",0.76
"Myanmar","BCG","2006",0.85
"Myanmar","BCG","2007",0.89
"Myanmar","BCG","2008",0.88
"Myanmar","BCG","2009",0.93
"Myanmar","BCG","2010",0.93
"Myanmar","BCG","2011",0.93
"Myanmar","BCG","2012",0.87
"Myanmar","BCG","2013",0.86
"Myanmar","BCG","2014",0.92
"Myanmar","BCG","2015",0.9400000000000001
"Myanmar","BCG","2016",0.88
"Myanmar","BCG","2017",0.91
"Myanmar","BCG","2018",0.9
"Namibia","BCG","1989",0.9
"Namibia","BCG","1990",0.88
"Namibia","BCG","1991",0.68
"Namibia","BCG","1992",0.92
"Namibia","BCG","1993",0.92
"Namibia","BCG","1994",0.99
"Namibia","BCG","1995",0.92
"Namibia","BCG","1996",0.79
"Namibia","BCG","1997",0.65
"Namibia","BCG","1998",0.85
"Namibia","BCG","1999",0.8
"Namibia","BCG","2000",0.77
"Namibia","BCG","2001",0.6900000000000001
"Namibia","BCG","2002",0.99
"Namibia","BCG","2003",0.92
"Namibia","BCG","2004",0.71
"Namibia","BCG","2005",0.9500000000000001
"Namibia","BCG","2006",0.88
"Namibia","BCG","2007",0.9500000000000001
"Namibia","BCG","2008",0.88
"Namibia","BCG","2009",0.85
"Namibia","BCG","2010",0.88
"Namibia","BCG","2011",0.89
"Namibia","BCG","2012",0.9
"Namibia","BCG","2013",0.9400000000000001
"Namibia","BCG","2014",0.97
"Namibia","BCG","2015",0.9400000000000001
"Namibia","BCG","2016",0.9400000000000001
"Namibia","BCG","2017",0.9400000000000001
"Namibia","BCG","2018",0.9400000000000001
"Nauru","BCG","1984",0.81
"Nauru","BCG","1985",0.81
"Nauru","BCG","1987",0.93
"Nauru","BCG","1988",0.9500000000000001
"Nauru","BCG","1989",0.96
"Nauru","BCG","1990",0.93
"Nauru","BCG","1995",0.78
"Nauru","BCG","1997",0.78
"Nauru","BCG","1998",0.89
"Nauru","BCG","1999",0.9500000000000001
"Nauru","BCG","2000",0.93
"Nauru","BCG","2001",0.99
"Nauru","BCG","2002",0.99
"Nauru","BCG","2004",0.9
"Nauru","BCG","2005",0.9
"Nauru","BCG","2006",0.99
"Nauru","BCG","2007",0.99
"Nauru","BCG","2008",0.99
"Nauru","BCG","2009",0.99
"Nauru","BCG","2010",0.99
"Nauru","BCG","2011",0.99
"Nauru","BCG","2012",0.99
"Nauru","BCG","2014",0.98
"Nauru","BCG","2015",0.99
"Nauru","BCG","2016",0.99
"Nauru","BCG","2017",0.99
"Nauru","BCG","2018",0.99
"Nepal","BCG","1978",0.09
"Nepal","BCG","1979",0.24
"Nepal","BCG","1980",0.22
"Nepal","BCG","1981",0.32
"Nepal","BCG","1982",0.59
"Nepal","BCG","1983",0.53
"Nepal","BCG","1984",0.58
"Nepal","BCG","1985",0.67
"Nepal","BCG","1986",0.66
"Nepal","BCG","1987",0.88
"Nepal","BCG","1988",0.96
"Nepal","BCG","1989",0.86
"Nepal","BCG","1990",0.98
"Nepal","BCG","1991",0.8300000000000001
"Nepal","BCG","1992",0.8200000000000001
"Nepal","BCG","1993",0.78
"Nepal","BCG","1994",0.67
"Nepal","BCG","1995",0.76
"Nepal","BCG","1996",0.92
"Nepal","BCG","1997",0.96
"Nepal","BCG","1998",0.86
"Nepal","BCG","1999",0.93
"Nepal","BCG","2000",0.97
"Nepal","BCG","2001",0.85
"Nepal","BCG","2002",0.85
"Nepal","BCG","2003",0.91
"Nepal","BCG","2004",0.85
"Nepal","BCG","2005",0.87
"Nepal","BCG","2006",0.93
"Nepal","BCG","2007",0.89
"Nepal","BCG","2008",0.87
"Nepal","BCG","2009",0.9400000000000001
"Nepal","BCG","2010",0.9400000000000001
"Nepal","BCG","2011",0.97
"Nepal","BCG","2012",0.96
"Nepal","BCG","2013",0.97
"Nepal","BCG","2014",0.99
"Nepal","BCG","2015",0.9400000000000001
"Nepal","BCG","2016",0.93
"Nepal","BCG","2017",0.9500000000000001
"Nepal","BCG","2018",0.96
"NewZealand","BCG","1983",0.18
"NewZealand","BCG","1985",0.2
"NewZealand","BCG","1986",0.2
"NewZealand","BCG","1987",0.22
"NewZealand","BCG","1988",0.1
"NewZealand","BCG","1990",0.2
"NewZealand","BCG","2016",0.13
"NewZealand","BCG","2017",0.03
"NewZealand","BCG","2018",0.02
"Nicaragua","BCG","1980",0.34
"Nicaragua","BCG","1981",0.66
"Nicaragua","BCG","1982",0.8300000000000001
"Nicaragua","BCG","1983",0.89
"Nicaragua","BCG","1984",0.98
"Nicaragua","BCG","1985",0.99
"Nicaragua","BCG","1986",0.99
"Nicaragua","BCG","1987",0.9400000000000001
"Nicaragua","BCG","1988",0.91
"Nicaragua","BCG","1989",0.9400000000000001
"Nicaragua","BCG","1990",0.84
"Nicaragua","BCG","1991",0.74
"Nicaragua","BCG","1992",0.8
"Nicaragua","BCG","1993",0.91
"Nicaragua","BCG","1994",0.88
"Nicaragua","BCG","1995",0.99
"Nicaragua","BCG","1996",0.99
"Nicaragua","BCG","1997",0.99
"Nicaragua","BCG","1998",0.91
"Nicaragua","BCG","1999",0.99
"Nicaragua","BCG","2000",0.99
"Nicaragua","BCG","2001",0.98
"Nicaragua","BCG","2002",0.93
"Nicaragua","BCG","2003",0.9400000000000001
"Nicaragua","BCG","2004",0.88
"Nicaragua","BCG","2005",0.99
"Nicaragua","BCG","2006",0.99
"Nicaragua","BCG","2007",0.99
"Nicaragua","BCG","2008",0.99
"Nicaragua","BCG","2009",0.99
"Nicaragua","BCG","2010",0.99
"Nicaragua","BCG","2011",0.99
"Nicaragua","BCG","2012",0.99
"Nicaragua","BCG","2013",0.99
"Nicaragua","BCG","2014",0.99
"Nicaragua","BCG","2015",0.99
"Nicaragua","BCG","2016",0.99
"Nicaragua","BCG","2017",0.99
"Nicaragua","BCG","2018",0.99
"Niger","BCG","1981",0.28
"Niger","BCG","1983",0.28
"Niger","BCG","1988",0.27
"Niger","BCG","1989",0.3
"Niger","BCG","1990",0.8200000000000001
"Niger","BCG","1991",0.86
"Niger","BCG","1992",0.71
"Niger","BCG","1993",0.68
"Niger","BCG","1994",0.64
"Niger","BCG","1995",0.5
"Niger","BCG","1996",0.61
"Niger","BCG","1997",0.44
"Niger","BCG","1998",0.42
"Niger","BCG","1999",0.41000000000000003
"Niger","BCG","2000",0.35000000000000003
"Niger","BCG","2001",0.5
"Niger","BCG","2002",0.52
"Niger","BCG","2003",0.64
"Niger","BCG","2004",0.72
"Niger","BCG","2005",0.93
"Niger","BCG","2006",0.99
"Niger","BCG","2007",0.8300000000000001
"Niger","BCG","2008",0.78
"Niger","BCG","2009",0.96
"Niger","BCG","2010",0.9500000000000001
"Niger","BCG","2011",0.71
"Niger","BCG","2012",0.99
"Niger","BCG","2013",0.59
"Niger","BCG","2014",0.98
"Niger","BCG","2015",0.99
"Niger","BCG","2016",0.91
"Niger","BCG","2017",0.92
"Niger","BCG","2018",0.87
"Nigeria","BCG","1981",0.23
"Nigeria","BCG","1984",0.12
"Nigeria","BCG","1985",0.17
"Nigeria","BCG","1986",0.28
"Nigeria","BCG","1987",0.37
"Nigeria","BCG","1988",0.6
"Nigeria","BCG","1989",0.76
"Nigeria","BCG","1990",0.8
"Nigeria","BCG","1991",0.6
"Nigeria","BCG","1992",0.5700000000000001
"Nigeria","BCG","1993",0.4
"Nigeria","BCG","1994",0.55
"Nigeria","BCG","1995",0.42
"Nigeria","BCG","1996",0.43
"Nigeria","BCG","1997",0.29
"Nigeria","BCG","1998",0.27
"Nigeria","BCG","2000",0.34
"Nigeria","BCG","2002",0.63
"Nigeria","BCG","2004",0.55
"Nigeria","BCG","2005",0.49
"Nigeria","BCG","2006",0.42
"Nigeria","BCG","2007",0.53
"Nigeria","BCG","2008",0.62
"Nigeria","BCG","2009",0.67
"Nigeria","BCG","2010",0.66
"Nigeria","BCG","2011",0.6
"Nigeria","BCG","2012",0.87
"Nigeria","BCG","2013",0.6900000000000001
"Nigeria","BCG","2014",0.73
"Nigeria","BCG","2015",0.58
"Nigeria","BCG","2016",0.58
"Nigeria","BCG","2017",0.53
"Nigeria","BCG","2018",0.75
"Niue","BCG","1980",0.85
"Niue","BCG","1981",0.99
"Niue","BCG","1984",0.41000000000000003
"Niue","BCG","1985",0.41000000000000003
"Niue","BCG","1987",0.99
"Niue","BCG","1988",0.99
"Niue","BCG","1989",0.99
"Niue","BCG","1991",0.99
"Niue","BCG","1993",0.99
"Niue","BCG","1994",0.99
"Niue","BCG","1995",0.92
"Niue","BCG","1996",0.99
"Niue","BCG","1997",0.99
"Niue","BCG","1998",0.99
"Niue","BCG","1999",0.99
"Niue","BCG","2000",0.99
"Niue","BCG","2001",0.99
"Niue","BCG","2002",0.99
"Niue","BCG","2003",0.99
"Niue","BCG","2004",0.96
"Niue","BCG","2005",0.97
"Niue","BCG","2006",0.99
"Niue","BCG","2007",0.99
"Niue","BCG","2008",0.99
"Niue","BCG","2009",0.99
"Niue","BCG","2010",0.99
"Niue","BCG","2011",0.99
"Niue","BCG","2012",0.99
"Niue","BCG","2013",0.99
"Niue","BCG","2015",0.99
"Niue","BCG","2016",0.92
"Niue","BCG","2017",0.99
"Niue","BCG","2018",0.99
"Macedonia","BCG","1993",0.9500000000000001
"Macedonia","BCG","1994",0.9
"Macedonia","BCG","1995",0.9500000000000001
"Macedonia","BCG","1996",0.98
"Macedonia","BCG","1997",0.97
"Macedonia","BCG","1998",0.9
"Macedonia","BCG","1999",0.97
"Macedonia","BCG","2000",0.97
"Macedonia","BCG","2001",0.97
"Macedonia","BCG","2002",0.91
"Macedonia","BCG","2003",0.9500000000000001
"Macedonia","BCG","2004",0.9400000000000001
"Macedonia","BCG","2005",0.99
"Macedonia","BCG","2006",0.92
"Macedonia","BCG","2007",0.9500000000000001
"Macedonia","BCG","2008",0.9400000000000001
"Macedonia","BCG","2009",0.98
"Macedonia","BCG","2011",0.9400000000000001
"Macedonia","BCG","2012",0.9500000000000001
"Macedonia","BCG","2013",0.97
"Macedonia","BCG","2014",0.99
"Macedonia","BCG","2015",0.9400000000000001
"Macedonia","BCG","2016",0.99
"Macedonia","BCG","2017",0.97
"Macedonia","BCG","2018",0.93
"Norway","BCG","1983",0.9
"Norway","BCG","1991",0.9500000000000001
"Norway","BCG","1992",0.99
"Norway","BCG","1997",0.98
"Norway","BCG","2001",0.92
"Norway","BCG","2002",0.91
"Norway","BCG","2006",0.91
"Norway","BCG","2007",0.93
"Norway","BCG","2008",0.93
"Norway","BCG","2009",0.91
"Norway","BCG","2010",0.88
"Oman","BCG","1980",0.51
"Oman","BCG","1981",0.54
"Oman","BCG","1982",0.77
"Oman","BCG","1983",0.77
"Oman","BCG","1984",0.79
"Oman","BCG","1985",0.93
"Oman","BCG","1986",0.99
"Oman","BCG","1987",0.97
"Oman","BCG","1988",0.96
"Oman","BCG","1989",0.9500000000000001
"Oman","BCG","1990",0.96
"Oman","BCG","1991",0.9400000000000001
"Oman","BCG","1992",0.96
"Oman","BCG","1993",0.9500000000000001
"Oman","BCG","1994",0.96
"Oman","BCG","1995",0.96
"Oman","BCG","1996",0.96
"Oman","BCG","1997",0.96
"Oman","BCG","1998",0.96
"Oman","BCG","1999",0.98
"Oman","BCG","2000",0.98
"Oman","BCG","2001",0.98
"Oman","BCG","2002",0.98
"Oman","BCG","2003",0.98
"Oman","BCG","2004",0.99
"Oman","BCG","2005",0.98
"Oman","BCG","2006",0.99
"Oman","BCG","2007",0.99
"Oman","BCG","2008",0.99
"Oman","BCG","2009",0.99
"Oman","BCG","2010",0.99
"Oman","BCG","2011",0.99
"Oman","BCG","2012",0.99
"Oman","BCG","2013",0.99
"Oman","BCG","2014",0.99
"Oman","BCG","2015",0.99
"Oman","BCG","2016",0.99
"Oman","BCG","2017",0.99
"Oman","BCG","2018",0.99
"Pakistan","BCG","1979",0.04
"Pakistan","BCG","1980",0.06
"Pakistan","BCG","1981",0.11
"Pakistan","BCG","1982",0.12
"Pakistan","BCG","1983",0.35000000000000003
"Pakistan","BCG","1984",0.55
"Pakistan","BCG","1985",0.41000000000000003
"Pakistan","BCG","1986",0.6900000000000001
"Pakistan","BCG","1987",0.72
"Pakistan","BCG","1988",0.77
"Pakistan","BCG","1989",0.8
"Pakistan","BCG","1990",0.93
"Pakistan","BCG","1991",0.91
"Pakistan","BCG","1992",0.91
"Pakistan","BCG","1993",0.87
"Pakistan","BCG","1994",0.76
"Pakistan","BCG","1995",0.6900000000000001
"Pakistan","BCG","1996",0.93
"Pakistan","BCG","1997",0.9
"Pakistan","BCG","1998",0.97
"Pakistan","BCG","1999",0.99
"Pakistan","BCG","2000",0.9400000000000001
"Pakistan","BCG","2001",0.93
"Pakistan","BCG","2002",0.8200000000000001
"Pakistan","BCG","2003",0.8200000000000001
"Pakistan","BCG","2004",0.8
"Pakistan","BCG","2005",0.8200000000000001
"Pakistan","BCG","2006",0.89
"Pakistan","BCG","2007",0.77
"Pakistan","BCG","2008",0.75
"Pakistan","BCG","2009",0.74
"Pakistan","BCG","2010",0.74
"Pakistan","BCG","2011",0.8300000000000001
